der,Nutzer,user,Die Anzahl der Nutzer steigt stetig an.,Technology,Beginner,0
die,Nutzerin,user (female),Die Nutzerin hat ihr Passwort vergessen.,Technology,Beginner,1
das,Passwort,password,Wählen Sie ein sicheres Passwort für Ihren Account.,Technology,Beginner,2
der,Algorithmus,algorithm,Der Algorithmus bestimmt, was wir sehen.,Technology,Advanced,0
die,Reichweite,reach/range,Der Post hatte eine enorme Reichweite.,Media,Intermediate,1
das,Tablet,tablet,Ich lese die Zeitung meistens auf dem Tablet.,Technology,Beginner,2
der,Bildschirm,screen,Starren Sie nicht zu lange auf den Bildschirm.,Technology,Beginner,0
die,App,app,Ich habe mir eine neue App für das Wetter installiert.,Technology,Beginner,1
das,Update,update,Das System macht gerade ein wichtiges Update.,Technology,Beginner,2
der,Speicherplatz,storage space,Ich habe keinen Speicherplatz mehr auf meinem Handy.,Technology,Beginner,0
die,Verbindung,connection,Die Internetverbindung ist heute sehr langsam.,Technology,Beginner,1
das,Militär,military,Das Militär überwacht die Grenze.,Military,Beginner,2
die,Bundeswehr,German Armed Forces,Er hat zwei Jahre bei der Bundeswehr gedient.,Military,Intermediate,1
der,Soldat,soldat,Der Soldat kehrte nach dem Einsatz nach Hause zurück.,Military,Beginner,0
die,Soldatin,soldier (female),Die Soldatin wurde für ihren Mut ausgezeichnet.,Military,Beginner,1
das,Heer,army,Das Heer ist die größte Teilstreitkraft.,Military,Advanced,2
der,Offizier,officer,Der Offizier gab den Befehl zum Rückzug.,Military,Intermediate,0
die,Marine,navy,Die Marine patrouilliert im Nordmeer.,Military,Intermediate,1
das,Luftwaffe,air force (usually die),Die Luftwaffe schickte drei Flugzeuge zur Aufklärung.,Military,Intermediate,1
der,Einsatz,mission/deployment,Der Einsatz im Ausland dauerte sechs Monate.,Military,Intermediate,0
die,Verteidigung,defense,Die Verteidigung des Landes ist oberste Priorität.,Military,Beginner,1
das,Bündnis,alliance,Die NATO ist ein militärisches Bündnis.,Politics,Intermediate,2
der,Angriff,attack,Der Angriff erfolgte in den frühen Morgenstunden.,Military,Beginner,0
die,Waffe,weapon,Der Besitz illegaler Waffen ist strafbar.,Military,Beginner,1
das,Gewehr,rifle,Er reinigte sein Gewehr nach der Übung.,Military,Intermediate,2
der,Panzer,tank,Die Panzer bewegten sich langsam durch das Gelände.,Military,Intermediate,0
die,Munition,ammunition,Die Munition wurde in einem sicheren Lager aufbewahrt.,Military,Advanced,1
das,Geschoss,projectile/bullet,Das Geschoss verfehlte sein Ziel nur knapp.,Military,Advanced,2
der,Frieden,peace,Alle Menschen sehnen sich nach dauerhaftem Frieden.,General,Beginner,0
die,Sicherheit,security,Die nationale Sicherheit steht an erster Stelle.,General,Beginner,1
das,Quartier,quarters/barracks,Die Truppen bezogen ihr Quartier im Wald.,Military,Advanced,2
der,Rückzug,retreat,Der General ordnete den sofortigen Rückzug an.,Military,Intermediate,0
die,Kapitulation,surrender,Die Kapitulation wurde im Hauptquartier unterzeichnet.,History,Advanced,1
das,Hauptquartier,headquarters,Das Hauptquartier befindet sich im Zentrum der Stadt.,Military,Intermediate,2
der,Konflikt,conflict,Der politische Konflikt droht zu eskalieren.,Social,Beginner,0
die,Krise,crisis,Die Regierung versucht, die Krise zu bewältigen.,Politics,Beginner,1
das,Schlachtfeld,battlefield,Das Schlachtfeld war nach dem Kampf verwüstet.,History,Intermediate,2
der,Sieg,victory,Der Sieg wurde mit einer großen Parade gefeiert.,General,Beginner,0
die,Niederlage,defeat,Die Mannschaft musste eine bittere Niederlage hinnehmen.,General,Intermediate,1
das,Opfer,victim/sacrifice,Der Krieg forderte viele zivile Opfer.,Social,Beginner,2
der,Gefangene,prisoner,Der Gefangene wurde nach dem Krieg entlassen.,Military,Intermediate,0
die,Gefangene,prisoner (female),Die Gefangene wartet auf ihren Prozess.,Military,Intermediate,1
das,Lager,camp,Die Soldaten errichteten ein Lager am Fluss.,Military,Beginner,2
der,Befehl,command/order,Ein Soldat muss einem Befehl folgen.,Military,Intermediate,0
die,Disziplin,discipline,In der Armee ist Disziplin sehr wichtig.,General,Intermediate,1
das,Ehrenmal,memorial,Das Ehrenmal erinnert an die gefallenen Soldaten.,History,Advanced,2
der,Widerstand,resistance,Der zivile Widerstand gegen die Besatzung wuchs.,Politics,Intermediate,0
die,Spionage,espionage,Er wurde wegen Spionage für ein anderes Land verhaftet.,Politics,Advanced,1
das,Geheimnis,secret,Staatsgeheimnisse müssen streng bewahrt werden.,General,Beginner,2
der,Agent,agent,Der Agent arbeitete verdeckt im Ausland.,Professional,Intermediate,0
die,Agentin,agent (female),Die Agentin sammelte wichtige Informationen.,Professional,Intermediate,1
das,Abkommen,agreement/treaty,Das internationale Abkommen begrenzt die Rüstung.,Politics,Advanced,2
der,Grenzschutz,border protection,Der Grenzschutz kontrolliert die Pässe.,Politics,Intermediate,0
die,Patrouille,patrol,Die nächtliche Patrouille verlief ohne Zwischenfälle.,Military,Advanced,1
das,Radar,radar,Das Radar entdeckte ein unbekanntes Objekt.,Technology,Intermediate,2
der,Alarm,alarm,Bei Gefahr wird der Alarm ausgelöst.,General,Beginner,0
die,Evakuierung,evacuation,Die Evakuierung der Stadt verlief geordnet.,Safety,Advanced,1
das,Trümmerfeld,debris field,Nach der Explosion blieb nur ein Trümmerfeld übrig.,General,Advanced,2
der,Waffenstillstand,ceasefire,Der Waffenstillstand hält seit drei Tagen.,Politics,Advanced,0
die,Abrüstung,disarmament,Die Verhandlungen über Abrüstung sind schwierig.,Politics,Advanced,1
das,Völkerrecht,international law,Der Angriff war ein Verstoß gegen das Völkerrecht.,Legal,Advanced,2
der,Instinkt,instinct,Sein Überlebensinstinkt rettete ihm das Leben.,Psychology,Intermediate,0
die,Intuition,intuition,Meine Intuition sagte mir, dass etwas nicht stimmt.,Psychology,Advanced,1
das,Unterbewusstsein,subconscious,Viele Träume stammen aus dem Unterbewusstsein.,Psychology,Advanced,2
der,Komplex,complex,Er leidet unter einem starken Minderwertigkeitskomplex.,Psychology,Intermediate,0
die,Phobie,phobia,Ihre Phobie vor Spinnen ist sehr ausgeprägt.,Psychology,Intermediate,1
das,Trauma,trauma,Das traumatische Erlebnis hinterließ ein tiefes Trauma.,Psychology,Advanced,2
der,Charakterzug,character trait,Geduld ist ein bewundernswerter Charakterzug.,People,Intermediate,0
die,Eigenschaft,quality/characteristic,Welche Eigenschaft schätzt du an ihm am meisten?,People,Beginner,1
das,Temperament,temperament,Sie hat ein sehr feuriges Temperament.,Psychology,Intermediate,2
der,Ehrgeiz,ambition,Sein Ehrgeiz treibt ihn zu Höchstleistungen an.,Psychology,Intermediate,0
die,Eitelkeit,vanity,Seine Eitelkeit verbietet es ihm, eine Brille zu tragen.,Psychology,Advanced,1
das,Selbstbewusstsein,self-confidence,Erfolgreiche Menschen haben oft ein großes Selbstbewusstsein.,Psychology,Intermediate,2
der,Gleichmut,equanimity/composure,Er bewahrte in der Krise seinen Gleichmut.,Psychology,Advanced,0
die,Empathie,empathy,Empathie ist wichtig für soziale Berufe.,Psychology,Intermediate,1
das,Mitgefühl,compassion,Wir sollten mehr Mitgefühl für die Armen zeigen.,Psychology,Intermediate,2
der,Fanatismus,fanaticism,Religiöser Fanatismus führt oft zu Gewalt.,Social,Advanced,0
die,Toleranz,tolerance,Toleranz ist die Basis für ein friedliches Zusammenleben.,Social,Beginner,1
das,Vorurteil,prejudice,Man sollte Menschen nicht nach Vorurteilen beurteilen.,Social,Beginner,2
der,Rassismus,racism,Wir müssen gemeinsam gegen Rassismus kämpfen.,Social,Beginner,0
die,Diskriminierung,discrimination,Diskriminierung am Arbeitsplatz ist gesetzlich verboten.,Social,Intermediate,1
das,Klischee,cliché,Das Bild vom fleißigen Deutschen ist ein Klischee.,Social,Intermediate,2
der,Wohlstand,prosperity/wealth,Der Wohlstand des Landes ist ungleich verteilt.,Economy,Intermediate,0
die,Armut,poverty,Die Armut in den Großstädten nimmt leider zu.,Social,Beginner,1
das,Elend,misery/distress,Das Elend nach dem Krieg war unbeschreiblich.,Social,Intermediate,2
der,Standard,standard,Der Lebensstandard ist in den letzten Jahren gestiegen.,General,Beginner,0
die,Norm,norm/standard,Diese Werte entsprechen nicht der gesellschaftlichen Norm.,Social,Intermediate,1
das,Ideal,ideal,Er strebt nach einem unerreichbaren Ideal.,Philosophy,Intermediate,2
der,Wandel,change/transformation,Der gesellschaftliche Wandel braucht viel Zeit.,Social,Intermediate,0
die,Reform,reform,Die Reform des Schulsystems ist dringend nötig.,Politics,Beginner,1
das,System,system,Das soziale System schützt die Schwachen.,Social,Beginner,2
der,Status,status,Der soziale Status spielt für viele eine große Rolle.,Social,Intermediate,0
die,Hierarchie,hierarchy,In dieser Firma gibt es eine flache Hierarchie.,Business,Advanced,1
das,Prestige,prestige,Er kaufte das Auto nur wegen des Prestiges.,Social,Advanced,2
der,Außenseiter,outsider,In der Schule fühlte er sich oft als Außenseiter.,Social,Intermediate,0
die,Außenseiterin,outsider (female),Die Außenseiterin fand schließlich gute Freunde.,Social,Intermediate,1
das,Umfeld,environment/surroundings,Ein stabiles soziales Umfeld ist sehr wichtig.,Social,Intermediate,2
der,Zusammenhalt,cohesion/solidarity,Der Zusammenhalt in der Familie ist sehr stark.,Social,Intermediate,0
die,Solidarität,solidarity,Wir zeigen Solidarität mit den Streikenden.,Social,Intermediate,1
das,Engagement,engagement/commitment,Ihr soziales Engagement ist bewundernswert.,Social,Intermediate,2
der,Aktivismus,activism,Politischer Aktivismus kann viel bewegen.,Politics,Intermediate,0
die,Bewegung,movement,Die Umweltbewegung hat viele Mitglieder.,Social,Beginner,1
das,Motiv,motive,Sein Motiv für die Tat ist unklar.,Psychology,Intermediate,2
der,Antrieb,drive/motivation,Ihm fehlt jeglicher Antrieb zur Arbeit.,Psychology,Intermediate,0
die,Inspiration,inspiration,Die Natur ist für sie eine Quelle der Inspiration.,Arts,Beginner,1
das,Bedürfnis,need/requirement,Er hat ein großes Bedürfnis nach Freiheit.,Psychology,Beginner,2
der,Wunsch,wish/desire,Mein größter Wunsch ist eine Weltreise.,General,Beginner,0
die,Sehnsucht,longing/yearning,Sie hat Sehnsucht nach ihrem alten Zuhause.,Psychology,Intermediate,1
das,Verlangen,desire/craving,Er spürte ein starkes Verlangen nach Schokolade.,Psychology,Intermediate,2
der,Genuss,enjoyment/pleasure,Der Wein war ein wahrer Genuss.,General,Intermediate,0
die,Leidenschaft,passion,Musik ist ihre größte Leidenschaft.,General,Beginner,1
der,Akademiker,academic/university graduate,In seiner Familie sind fast alle Akademiker.,Education,Intermediate,0
die,Akademikerin,academic (female),Die Akademikerin arbeitet nun in der Forschung.,Education,Intermediate,1
das,Studium,degree course/studies,Das Studium der Physik ist sehr anspruchsvoll.,Education,Beginner,2
der,Studiengang,course of study,Welchen Studiengang hast du gewählt?,Education,Intermediate,0
die,Fakultät,faculty/department,Die medizinische Fakultät genießt einen guten Ruf.,Education,Intermediate,1
das,Seminar,seminar,Das Seminar findet jeden Dienstag statt.,Education,Beginner,2
der,Hörsaal,lecture hall,Der Hörsaal war bis auf den letzten Platz gefüllt.,Education,Intermediate,0
die,Vorlesung,lecture,Die Vorlesung über Geschichte war sehr lehrreich.,Education,Beginner,1
das,Plagiat,plagiarism,Das Plagiat führte zum Entzug des Doktortitels.,Education,Advanced,2
der,Doktorand,doctoral student,Der Doktorand schreibt an seiner Dissertation.,Education,Intermediate,0
die,Doktorandin,doctoral student (female),Die Doktorandin forscht im Bereich Biologie.,Education,Intermediate,1
das,Stipendium,scholarship,Er erhielt ein Stipendium für sein Auslandsjahr.,Education,Beginner,2
der,Campus,campus,Das Wohnheim liegt direkt auf dem Campus.,Education,Beginner,0
die,Einschreibung,enrollment,Die Frist für die Einschreibung läuft bald ab.,Education,Intermediate,1
das,Semester,semester,Das neue Semester beginnt im Oktober.,Education,Beginner,2
der,Abschluss,degree/graduation,Nach dem Abschluss möchte sie verreisen.,Education,Beginner,0
die,Urkunde,certificate/document,Die Urkunde wurde ihm feierlich überreicht.,General,Intermediate,1
das,Zertifikat,certificate,Er hat ein Zertifikat für seine Deutschkenntnisse.,Education,Beginner,2
der,Lehrstuhl,chair (academic position),Er hat einen Lehrstuhl für Philosophie.,Education,Advanced,0
die,Habilitation,postdoctoral qualification,Die Habilitation ist die höchste Prüfung in Deutschland.,Education,Advanced,1
das,Kolloquium,colloquium,Das wissenschaftliche Kolloquium war sehr inspirierend.,Education,Advanced,2
der,Aufsatz,essay/paper,Er schreibt einen Aufsatz über moderne Kunst.,Education,Beginner,0
die,These,thesis/hypothesis,Diese gewagte These wird kontrovers diskutiert.,Science,Intermediate,1
das,Zitieren,citing (usually die Quellen),Korrektes Zitieren ist eine Grundregel.,Education,Intermediate,2
der,Beleg,proof/evidence/receipt,Hast du einen Beleg für deine Behauptung?,General,Intermediate,0
die,Recherche,research/investigation,Die Recherche für das Buch dauerte zwei Jahre.,Media,Intermediate,1
das,Archiv,archive,In diesem Archiv liegen Dokumente aus dem Mittelalter.,History,Intermediate,2
der,Fund,find/discovery,Der archäologische Fund war eine Sensation.,History,Intermediate,0
die,Hypothese,hypothesis,Die Hypothese muss durch Experimente bestätigt werden.,Science,Advanced,1
das,Experiment,experiment,Das Experiment verlief völlig anders als erwartet.,Science,Beginner,2
der,Versuch,attempt/trial,Der erste Versuch war leider nicht erfolgreich.,General,Beginner,0
die,Auswertung,evaluation/analysis,Die Auswertung der Daten nimmt viel Zeit in Anspruch.,Science,Intermediate,1
das,Ergebnis,result,Das Ergebnis der Prüfung war sehr erfreulich.,General,Beginner,2
der,Schluss,conclusion/end,Am Schluss des Buches gibt es eine Zusammenfassung.,General,Beginner,0
die,Methodik,methodology,Die gewählte Methodik ist sehr präzise.,Science,Advanced,1
das,Modell,model,Das mathematische Modell simuliert das Klima.,Science,Beginner,2
der,Theoretiker,theoretician,Er ist eher ein Theoretiker als ein Praktiker.,Science,Intermediate,0
die,Theoretikerin,theoretician (female),Die Theoretikerin arbeitet an neuen Formeln.,Science,Intermediate,1
das,Wissen,knowledge,Wissen ist Macht.,General,Beginner,2
der,Transfer,transfer,Der Transfer von Technologie ist sehr wichtig.,Technology,Intermediate,0
die,Lehre,teaching/apprenticeship,Er hat eine Lehre als Zimmermann gemacht.,Education,Beginner,1
das,Lernen,learning,Lebenslanges Lernen ist heute unverzichtbar.,Education,Beginner,2
der,Unterricht,instruction/lesson,Der Unterricht fällt heute leider aus.,Education,Beginner,0
die,Bildung,education/formation,Bildung ist der Schlüssel zur Zukunft.,Education,Beginner,1
das,Niveau,level,Das Niveau der Vorlesung war sehr hoch.,General,Intermediate,2
der,Maßstab,benchmark/scale,Er setzt hohe Maßstäbe für seine Arbeit.,General,Intermediate,0
die,Kompetenz,competence/skill,Fachliche Kompetenz ist in diesem Beruf wichtig.,Professional,Intermediate,1
das,Talent,talent,Sie hat ein großes Talent für Sprachen.,People,Beginner,2
der,Erfolg,success,Der Erfolg ist das Ergebnis harter Arbeit.,General,Beginner,0
die,Prüfung,exam/test,Ich bin vor der Prüfung immer sehr nervös.,Education,Beginner,1
der,Aspekt,aspect,Ein wichtiger Aspekt wurde bisher völlig ignoriert.,General,Intermediate,0
die,Perspektive,perspective,Man muss das Problem aus einer neuen Perspektive sehen.,General,Intermediate,1
das,Prinzip,principle,Er bleibt seinen moralischen Prinzipien treu.,Philosophy,Intermediate,2
der,Zusammenhang,context/connection,In diesem Zusammenhang ist das Wort zweideutig.,General,Intermediate,0
die,Schlussfolgerung,conclusion,Welche Schlussfolgerung ziehen Sie aus der Studie?,Logic,Advanced,1
das,Argument,argument,Sein Argument war logisch nicht zu widerlegen.,Logic,Beginner,2
der,Einwand,objection,Gegen diesen Vorschlag habe ich keinen Einwand.,Logic,Advanced,0
die,Begründung,justification,Die Begründung für die Entscheidung war unzureichend.,Logic,Intermediate,1
das,Kriterium,criterion,Qualität ist das wichtigste Kriterium beim Kauf.,General,Advanced,2
der,Maßstab,standard/scale,Wir legen hohe Maßstäbe an unsere Mitarbeiter an.,General,Intermediate,0
die,Voraussetzung,requirement/condition,Gute Noten sind eine Voraussetzung für das Stipendium.,General,Intermediate,1
das,Merkmal,feature/characteristic,Ein Merkmal dieses Vogels ist der rote Schnabel.,General,Intermediate,2
der,Hinweis,hint/clue,Die Polizei prüft jeden Hinweis aus der Bevölkerung.,General,Beginner,0
die,Annahme,assumption/acceptance,Das ist bisher nur eine reine Annahme.,General,Intermediate,1
das,Vorurteil,prejudice,Vorurteile behindern oft das gegenseitige Verständnis.,Social,Intermediate,2
der,Tellerrand,horizon (metaphorical),Man sollte öfter über den Tellerrand schauen.,General,Advanced,0
die,Erkenntnis,insight/finding,Diese Erkenntnis kam leider viel zu spät.,Science,Advanced,1
das,Fazit,conclusion/summary,Das Fazit des Gesprächs war eher enttäuschend.,General,Intermediate,2
der,Umfang,scope/extent,Der Umfang der Arbeiten wurde unterschätzt.,General,Intermediate,0
die,Tendenz,tendency/trend,Die Tendenz zum Online-Shopping hält weiter an.,General,Intermediate,1
das,Potenzial,potential,In dieser Erfindung steckt enormes Potenzial.,General,Intermediate,2
der,Ersatz,replacement,Wir suchen dringend einen Ersatz für den Torwart.,General,Intermediate,0
die,Alternative,alternative,Es gibt leider keine vernünftige Alternative dazu.,General,Beginner,1
das,Gegenteil,opposite,Er behauptet genau das Gegenteil von der Wahrheit.,General,Beginner,2
